publication_id,ion,band,instrument,holding,tier,selector,route,treatment,A,n_lines,wavelength_air_A,abundance,ep_eV,log_gf,gf_basis,perline_artifact
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,8905.991,7.448,5.064,-1.22,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,8945.189,7.475,5.033,-0.23,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9012.075,6.93,4.991,-0.05,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9103.636,7.499,4.178,-2.19,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9147.957,7.37,5.064,-0.87,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9163.982,7.547,5.1,-1.57,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9164.57,7.547,4.913,-1.18,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-083,I,red-optical,iag_fts_solar_atlas,solar_iag,GRADED,GRADED,SYNTH,synth-1D-LTE-gerber,7.453,68,9173.675,7.549,5.064,-1.11,unique canonical_gf match,data/results/band_products/FeI_6910_9199_iag_fts_solar_atlas_solar_iag_SYNTH_GRADED_synth-1D-LTE-gerber_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,6916.68,7.466,4.154,-1.28,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,6977.429,7.38,4.593,-1.42,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,6999.883,7.56,4.103,-1.38,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7007.966,7.383,4.178,-1.77,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7016.39,7.476,4.154,-1.07,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7022.952,7.44,4.191,-1.05,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7071.86,6.74,4.607,-1.17,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7130.921,7.495,4.218,-0.69,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7164.448,7.437,4.191,-0.54,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7175.921,7.395,4.559,-1.27,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7181.194,7.546,4.22,-1.11,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7187.317,7.237,4.103,-0.09,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7207.387,7.479,4.154,-0.31,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7219.682,7.379,4.076,-1.43,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7239.867,7.555,4.209,-1.34,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7288.736,7.557,4.22,-1.24,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7292.829,7.458,4.559,-1.16,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7293.043,7.46,4.256,-0.96,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7306.562,7.351,4.178,-1.43,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7307.931,7.355,4.143,-1.15,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7333.56,7.332,4.256,-1.82,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7411.153,7.429,4.283,-0.43,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7443.022,7.448,4.186,-1.64,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7445.749,7.372,4.256,-0.23,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7491.647,7.518,4.301,-1.06,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7495.066,7.44,4.22,-0.1,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7511.019,7.365,4.178,0.12,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7568.899,7.472,4.283,-0.88,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7586.018,7.457,4.313,-0.27,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7620.513,7.217,4.733,-0.54,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7653.758,7.259,4.796,-0.77,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7661.195,7.405,4.256,-0.88,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7664.159,7.42,4.835,-1.38,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7710.363,7.245,4.22,-1.07,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7937.139,7.476,4.313,-0.02,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7945.846,7.55,4.387,0.0,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,7998.944,7.402,4.371,-0.02,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8046.047,7.421,4.415,-0.1,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8198.921,7.519,4.435,-0.76,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8207.742,7.527,4.446,-0.96,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8220.378,7.392,4.32,0.3,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8232.316,7.605,4.415,-0.85,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8248.129,7.658,4.371,-1.23,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8331.914,7.536,4.387,-0.26,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8339.402,7.409,4.435,-0.54,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8360.794,7.525,4.473,-1.1,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8446.384,7.464,4.988,-0.92,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8471.743,7.443,4.956,-0.91,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8526.669,7.592,4.913,-0.59,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8571.804,7.539,5.01,-1.11,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8598.829,7.488,4.387,-1.2,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8610.61,7.458,4.435,-1.69,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8632.414,7.439,4.103,-2.32,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8699.454,7.445,4.956,-0.37,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8713.208,7.134,4.988,-0.75,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8784.44,7.486,4.956,-1.14,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8808.17,7.552,5.01,-0.92,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8846.74,7.345,5.01,-0.56,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8866.931,7.459,4.549,-0.01,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8876.024,7.541,5.02,-1.05,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8905.991,7.447,5.064,-1.22,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,8945.189,7.552,5.033,-0.23,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9012.075,7.436,4.991,-0.05,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9103.636,7.466,4.178,-2.19,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9119.97,7.814,4.283,-2.62,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9147.957,7.355,5.064,-0.87,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9163.982,7.586,5.1,-1.57,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9164.57,7.586,4.913,-1.18,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-084,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,1D-LTE,7.458,69,9173.675,7.587,5.064,-1.11,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_1D-LTE_lines.csv
Fe-085,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-A,7.451,35,6977.429,7.383,4.593,-1.42,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe-085,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-A,7.451,35,6999.883,7.566,4.103,-1.38,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe-085,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-A,7.451,35,7007.966,7.393,4.178,-1.77,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe-085,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-A,7.451,35,7022.952,7.442,4.191,-1.05,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
Fe-085,I,red-optical,kpno_solar_atlas,solar_kpno_kurucz2005_corrected,GRADED,GRADED,SYNTH,ENGINE-A,7.451,35,7130.921,7.505,4.218,-0.69,unique canonical_gf match,data/results/band_products/FeI_6910_9199_kpno_solar_atlas_solar_kpno_kurucz2005_corrected_SYNTH_GRADED_ENGINE-A_lines.csv
