# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# input_commit: 5e22b3d06f6c8899d683b187d52664e6a0519e64
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-09-24T19:24:31+00:00
# generator_script: scripts/generate_perline_product.py
# invocation: ISPEC_DIR=/mnt/codex-data/engines/ispec_src ~/venv_rya1103/bin/python scripts/generate_perline_product.py --star solar --element Fe --damping-source synthesis   # Sirius: the GES damping needs iSpec
# sources: damping_source=synthesis; replication_grade=yes; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
# discovery: FEED-DRIVEN (RYA-1229): every published product in data/products/solar/Fe.json, resolved to its own per-line artifact through `provenance.copied_to` and gated on n_lines value-equality
# products_published: 160
# products_with_perline_evidence: 139
# products_unresolved: 21
#
# appendix_species: Fe I
# website_export: species-specific subset; source rows are unchanged
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,band,holding,tier,selector,route,treatment,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,5283.621,3.241,-0.45,PRIMARY LAB DenHartog2014,ungraded,0.02,8.04,-5.38,815.233,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.513706877649186,in_aggregate,,
Fe,I,5285.127,4.4346,-1.66,PRIMARY LAB Ruffoni2014,ungraded,0.13,8.15,-4.95,1046.282,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.649912518629992,in_aggregate,,
Fe,I,5288.525,3.6946,-1.49,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.73,-6.29,353.297,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.343293274235822,in_aggregate,,
Fe,I,5302.3,3.283,-0.73,PRIMARY LAB DenHartog2014,ungraded,0.02,8.04,-5.42,835.231,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.567943646917439,in_aggregate,,
Fe,I,5324.179,3.2112,-0.11,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.04,-5.41,791.236,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,9.801061717163886,excluded,DERIVER_EXCLUDED,
Fe,I,5339.929,3.2657,-0.63,PRIMARY LAB DenHartog2014,ungraded,0.02,8.04,-5.38,815.234,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.635656651780633,in_aggregate,,
Fe,I,5353.374,4.1034,-0.76,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.47,-5.34,745.245,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.277561897894412,in_aggregate,,
Fe,I,5373.709,4.4733,-0.71,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.14,-4.95,1044.282,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.569567840395932,in_aggregate,,
Fe,I,5379.574,3.6946,-1.42,PRIMARY LAB Belmonte2017,ungraded,0.03,7.85,-6.12,363.249,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.55056718432573,in_aggregate,,
Fe,I,5393.167,3.241,-0.72,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.04,-5.41,791.237,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.58928530367745,in_aggregate,,
Fe,I,5403.822,4.0758,-0.98,PRIMARY LAB Belmonte2017,ungraded,0.03,7.72,-6.03,-7.81,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.355721194341074,in_aggregate,,
Fe,I,5455.454,4.3201,0.27,PRIMARY LAB DenHartog2014,ungraded,0.02,8.34,-4.35,-7.52,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.462604046373173,in_aggregate,,
Fe,I,5473.9,4.1544,-0.72,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.47,-5.34,738.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.5261100468234705,in_aggregate,,
Fe,I,5476.564,4.1034,-0.28,PRIMARY LAB DenHartog2014,ungraded,0.02,8.46,-5.0,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.65278799078247,in_aggregate,,
Fe,I,5481.438,4.1909,-1.33,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.54,-5.46,745.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.584992301810053,in_aggregate,,
Fe,I,5483.099,4.1544,-1.39,PRIMARY LAB DenHartog2014,ungraded,0.03,8.54,-5.57,737.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.476235848245787,in_aggregate,,
Fe,I,5493.499,4.1034,-1.48,PRIMARY LAB Ruffoni2014,ungraded,0.08,8.54,-5.29,727.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,6.851714674057308,in_aggregate,,
Fe,I,5532.747,3.5732,-1.89,PRIMARY LAB Belmonte2017,ungraded,0.06,7.78,-5.88,237.255,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.26357551125838,in_aggregate,,
Fe,I,5538.516,4.2176,-1.54,PRIMARY LAB Ruffoni2014,ungraded,0.06,8.45,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.515793849748058,in_aggregate,,
Fe,I,5554.894,4.5485,-0.27,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.21,-4.95,1040.283,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.404814339910001,in_aggregate,,
Fe,I,5563.6,4.1909,-0.75,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.47,-5.34,733.238,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.458649765729222,in_aggregate,,
Fe,I,5569.618,3.417,-0.52,PRIMARY LAB DenHartog2014,ungraded,0.02,8.06,-5.38,848.233,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.504257755965985,in_aggregate,,
Fe,I,5572.842,3.3965,-0.28,PRIMARY LAB DenHartog2014,ungraded,0.02,8.06,-5.42,835.235,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.501446306332327,in_aggregate,,
Fe,I,5573.102,4.1909,-1.29,PRIMARY LAB DenHartog2014,ungraded,0.04,8.54,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.494219820595983,in_aggregate,,
Fe,I,5586.756,3.3683,-0.11,PRIMARY LAB DenHartog2014,ungraded,0.02,8.06,-5.38,817.238,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.425328433801224,in_aggregate,,
Fe,I,5602.767,4.1544,-0.95,PRIMARY LAB DenHartog2014,ungraded,0.03,8.46,-5.0,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.604995455830416,in_aggregate,,
Fe,I,5602.945,3.4302,-0.89,PRIMARY LAB DenHartog2014,ungraded,0.02,8.05,-5.38,847.233,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.614857428301681,in_aggregate,,
Fe,I,5615.644,3.332,0.04,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.06,-5.41,794.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.498998873019692,in_aggregate,,
Fe,I,5618.632,4.2089,-1.25,PRIMARY LAB DenHartog2014,ungraded,0.03,8.19,-5.57,732.214,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.430903701849608,in_aggregate,,
Fe,I,5624.542,3.417,-0.76,PRIMARY LAB DenHartog2014,ungraded,0.02,8.05,-5.42,835.235,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.65722420975155,in_aggregate,,
Fe,I,5638.262,4.2204,-0.72,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.38,-5.34,730.235,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.499124010351897,in_aggregate,,
Fe,I,5658.532,3.4302,-1.85,PRIMARY LAB DenHartog2014,ungraded,0.03,8.05,-5.42,835.236,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.433075041021372,in_aggregate,,
Fe,I,5658.816,3.3965,-0.76,PRIMARY LAB DenHartog2014,ungraded,0.02,8.05,-5.38,817.239,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.438877625599851,in_aggregate,,
Fe,I,5662.516,4.1777,-0.41,PRIMARY LAB DenHartog2014,ungraded,0.02,8.37,-5.0,724.235,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.361971323298551,in_aggregate,,
Fe,I,5705.992,4.6076,-0.46,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.22,-4.95,1037.284,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.505490502150862,in_aggregate,,
Fe,I,5709.378,3.3683,-1.01,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.05,-5.41,795.242,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.308404980851816,in_aggregate,,
Fe,I,5712.131,3.417,-2.01,PRIMARY LAB DenHartog2014,ungraded,0.07,8.05,-5.38,817.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.405344025743429,in_aggregate,,
Fe,I,5717.833,4.2843,-0.96,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.18,-5.46,758.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.499995392590322,in_aggregate,,
Fe,I,5753.122,4.2605,-0.62,PRIMARY LAB DenHartog2014,ungraded,0.02,8.18,-5.57,741.211,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.537633956390292,in_aggregate,,
Fe,I,5775.081,4.2204,-1.08,PRIMARY LAB DenHartog2014,ungraded,0.03,8.38,-5.0,720.231,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.549044129686597,in_aggregate,,
Fe,I,5784.658,3.3965,-2.67,PRIMARY LAB Ruffoni2014,ungraded,0.09,8.05,-5.41,796.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.621114539129086,in_aggregate,,
Fe,I,6003.011,3.8816,-1.1,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.75,-5.38,898.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.681867763919554,in_aggregate,,
Fe,I,6008.556,3.8835,-0.98,PRIMARY LAB Ruffoni2014,ungraded,0.02,7.79,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.698404964614303,in_aggregate,,
Fe,I,6056.005,4.7331,-0.32,PRIMARY LAB Ruffoni2014,ungraded,0.03,8.32,-4.95,1029.286,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.474193211232349,in_aggregate,,
Fe,I,6141.731,3.6025,-1.46,PRIMARY LAB DenHartog2014,ungraded,0.03,8.07,-5.42,835.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,8.045934853329223,in_aggregate,,
Fe,I,6232.64,3.6537,-1.24,PRIMARY LAB DenHartog2014,ungraded,0.03,8.07,-5.38,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.506729885737075,in_aggregate,,
Fe,I,6246.318,3.6025,-0.77,PRIMARY LAB DenHartog2014,ungraded,0.02,8.07,-5.38,820.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.513786335427273,in_aggregate,,
Fe,I,6301.5,3.6537,-0.71,PRIMARY LAB DenHartog2014,ungraded,0.02,8.07,-5.42,832.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.561584178180287,in_aggregate,,
Fe,I,6315.811,4.0758,-1.63,PRIMARY LAB Ruffoni2014,ungraded,0.1,7.73,-6.03,410.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.386774145626773,in_aggregate,,
Fe,I,6336.823,3.6864,-0.85,PRIMARY LAB DenHartog2014,ungraded,0.02,8.08,-5.38,845.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.500015278626419,in_aggregate,,
Fe,I,6400.0,3.6025,-0.27,PRIMARY LAB Ruffoni2014,ungraded,0.02,8.07,-5.41,802.252,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.46500795418791,in_aggregate,,
Fe,I,6408.017,3.6864,-0.99,PRIMARY LAB DenHartog2014,ungraded,0.02,8.07,-5.42,-7.54,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.547905725771084,in_aggregate,,
Fe,I,6411.648,3.6537,-0.59,PRIMARY LAB DenHartog2014,ungraded,0.02,8.07,-5.38,820.247,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.476737467266655,in_aggregate,,
Fe,I,6627.544,4.5485,-1.59,PRIMARY LAB Ruffoni2014,ungraded,0.1,8.33,-5.34,754.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.61543355279148,in_aggregate,,
Fe,I,6663.231,4.5585,-1.2,PRIMARY LAB Ruffoni2014,ungraded,0.11,8.44,-5.34,-7.53,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.416485151217541,in_aggregate,,
Fe,I,6705.101,4.607,-0.87,PRIMARY LAB Ruffoni2014,ungraded,0.04,8.4,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,VIS,solar_harps_molecfit_corrected,REFERENCE,REFERENCE,SYNTH,ENGINE-A-3DNLTE,harps,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A-3DNLTE,1D-NLTE,7.346153768935956,in_aggregate,,
